date,Afghanistan,Angola,Albania,Argentina,Armenia,American Samoa,Azerbaijan,Burundi,Benin,Burkina Faso,Bangladesh,Bulgaria,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Bhutan,Botswana,Central African Republic,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Djibouti,Dominica,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Ethiopia,Fiji,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Grenada,Guatemala,Guyana,Honduras,Haiti,Indonesia,India,"Iran, Islamic Rep.",Iraq,Jamaica,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Sri Lanka,Lesotho,Morocco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Nepal,Pakistan,Panama,Peru,Philippines,Papua New Guinea,"Korea, Dem. People's Rep.",Paraguay,West Bank and Gaza,Romania,Russian Federation,Rwanda,Sudan,Senegal,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Eswatini,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uzbekistan,St. Vincent and the Grenadines,Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1997-01-01,,9948274153.0,516476961.3,128251441841.7,638485619.5,,508060653.1,1068957656.4,1411114792.3,1307801527.1,14257776105.5,11099448177.6,,2082345263.0,450090458.6,5313085255.3,198980293495.1,119619860.0,574727348.0,882958613.1,146911182729.7,15608687763.3,10751459761.8,12326993316.6,5032532283.5,32277648233.6,222230696.3,206529452.3,3505532963.5,,262911137.8,105116658.4,4309979738.7,30896804008.7,18355380902.4,29952913694.8,75455613.8,10090618084.6,158130798.8,,4282600648.0,1465764166.6,6347327632.8,3482426717.6,424645554.3,924085531.8,,116640568.0,3513160298.8,1590512898.5,4943512916.2,1071797087.1,136339703441.0,94059291709.0,11697339746.3,,3825332634.2,7313830926.3,4077953308.9,6465020215.1,1340946373.3,1931499360.0,,2325961460.1,5093689592.1,2406199569.2,,152941378.9,8106316372.4,672950604.0,23501640856.4,1082410828.2,4108929981.9,171332186.7,148844858127.8,,1233573682.6,3152281165.1,5894669147.3,,606210429.5,7659072173.3,2489391257.3,1339677413.5,2225560611.3,,,1588957267.9,28467535604.0,6321398617.4,2413357113.7,30095124742.1,6023868073.6,29724003466.9,50702236608.8,2589508592.6,,2496673813.2,,9636709338.1,128143868208.0,1112854511.6,16326140589.2,3805574682.6,139946900.8,1200047496.1,3203304451.6,2450397710.7,10616369758.8,,238209013.7,,409051383.1,,956913401.4,1344663527.6,109730690051.9,1050335124.1,1866474843.2,,58675998.8,11229245891.0,84719917064.6,,7110106281.7,3907829289.7,11133852083.0,2929383835.4,117721039.1,21830829876.4,48734564.0,138788873.6,,3917093653.5,30633902795.8,6659848622.4,4965116239.1
1996-01-01,,10545818707.6,491994448.6,111145506414.0,520544050.4,,438309868.3,1130746660.3,1377472571.8,1301463551.1,15169074222.9,10368413941.5,,1958924253.1,281542136.1,5275484513.9,181793526989.2,113040448.6,626530347.7,932746933.3,129037039407.6,19523620342.2,11074529701.3,12819900506.7,5220897392.4,29206623223.1,220902346.9,202637635.8,3528323424.1,,287861627.6,116474724.0,4414764302.0,33651326322.4,17448118080.5,31512670142.2,44286454.5,10091749359.6,165771501.0,,4313553814.7,1361321590.8,6442990348.8,3205668193.2,451989840.9,938792769.8,,140689393.7,3414092731.3,1607335579.0,4806522988.7,924237596.4,129003514948.0,93966076365.7,16684178793.1,,4101953169.9,7379761663.3,2922220065.0,6813721635.2,1136989888.4,1916699701.0,,2258225068.4,4019242812.7,2423875945.1,,141571045.9,8298763054.9,701229527.2,24233330915.5,847654629.7,4145801222.5,168205228.4,157582830604.4,,1818417178.6,3006602911.2,5824336419.9,,534109092.9,7603771150.4,2451411242.9,1398985369.8,2311685185.8,,,1554793033.0,31414754638.8,6174328565.0,2397938028.0,29850953918.3,6069859167.5,29032988173.4,43997124267.6,2507363358.3,,2604084334.0,,8454022645.9,127025505816.3,1045357833.6,16971980942.0,3786088622.4,147494744.3,1241837537.9,2872513549.1,2528407325.3,9409821312.2,,235376843.0,,234857815.8,,946588238.7,1487243523.2,112879501380.9,694309400.4,756163428.6,,63805061.3,11379084345.6,80624816759.0,,7344102230.6,3710237065.0,9538672857.8,2390088815.7,122492508.5,26309991483.3,47879676.1,153447044.2,,6399965191.4,26050000159.4,7060056954.3,5077477646.2
1995-01-01,,11502043062.1,458862737.5,98773122012.7,370656928.0,,320987667.6,1161951393.2,1396447482.6,1274258080.3,15734744113.2,10378823642.3,,1693743257.4,255157967.5,5359275052.5,160964228343.5,105769087.6,717153185.0,945983160.3,118314843047.0,18898425486.5,10953419023.3,13229233701.9,6009994883.9,25347081126.7,208925905.4,214117753.8,3857695605.0,,272609469.8,104872376.3,4532953461.9,33048876968.7,17000779726.1,33475216024.7,36689461.6,10324075338.0,183417026.0,,4362737008.3,1240357909.0,5935777124.3,3195139274.3,426068749.7,896864789.9,,128146012.9,3335545326.7,2118471710.1,4910256065.8,837402729.3,124399503875.8,93808975940.1,21681652185.7,,4622579407.2,7660567356.1,3750246013.7,7309198401.0,609470825.3,1854015535.6,,2158263219.7,2975570831.6,2489150432.9,,128275618.8,8395502196.9,684357708.7,23785013677.9,695156112.5,4322004158.1,154866795.9,166734035992.5,,1277120120.9,2958170808.0,6261896664.1,,530709459.5,7499572546.7,2390562998.4,1415082634.0,2238776661.5,,,1603602191.8,34094439060.4,10591398107.2,2409751198.5,30241086482.6,6284254961.8,30911667664.7,39374934204.7,2505573004.3,,2617585263.3,,6832100324.1,122074627736.6,1032504216.9,17816478183.1,3915938299.7,158741508.5,1249606744.8,2569443217.7,2556348054.7,10785293239.6,,245655455.1,,249640731.9,,841874677.3,1474990120.1,100092684586.0,629795000.0,402248484.2,,64114187.2,10819480146.7,73781102423.7,,7370950562.9,3608776798.1,8429952804.7,1801128709.8,118297375.1,25483320390.6,48945486.7,160047723.2,,6250665953.0,25357999878.7,6957808471.7,5080454835.7
1994-01-01,,11292755787.9,883115193.8,75094061335.7,214328549.4,,112814844.4,1127404969.0,1382104403.8,1135033979.4,15490545904.5,9828532996.1,,1296124124.3,198665305.0,4965186858.3,152903103557.7,104507960.6,700397765.1,888050750.8,100667359411.3,17395169456.9,9358516039.0,12311690430.3,5414066741.8,22219527944.1,197159439.1,175919927.3,3971807626.7,,257722565.5,99698516.3,4366328681.9,30239373924.7,18104800381.1,32499139580.0,29056800.1,10079654017.6,196861157.8,,4173198026.2,1450018420.1,5469152460.4,3039874275.2,422977251.4,852536430.8,,130260020.6,3162188947.6,2051880898.6,4792475230.1,758204227.1,107819781286.8,97898626998.8,21792481976.9,,4651072788.5,7552887476.4,2789562086.4,7124419830.7,446758489.5,1743207879.7,,2071421024.2,2126701899.6,2367418669.1,,113598527.8,7960615109.6,622553685.7,22988012254.8,502493296.4,4096453461.6,123524561.1,139914928842.7,,1103614118.9,2694518432.5,6418593347.3,,464445079.7,7305099201.7,2255603797.7,1098541961.4,2021054114.3,,,1542542790.1,33092276818.4,12406061120.5,2320287857.8,27390827116.9,7128839711.3,26596519778.8,40253267303.7,2792345094.2,,2153330722.2,,5601780024.8,122365566099.3,955151668.6,17096156407.1,3697792446.1,154928415.7,1557983211.5,2163863049.9,2500958277.3,11100638781.8,,222778525.7,,240790698.9,,784041894.7,1454418478.0,65596252733.3,577538000.0,431045659.1,,58640380.3,9614053659.6,66249185119.7,,7228012552.6,3397572158.9,5636653268.2,1247180534.1,114170293.9,24855517887.4,45581300.9,154590275.0,,6153597464.7,21670999666.0,6808521300.7,4565913283.9
1993-01-01,,10571384637.8,786033591.2,64681387080.3,133922025.2,,35540000.0,1065645817.3,1270610521.6,1118907234.9,14125214056.8,12177634744.5,,968283686.2,194553505.8,4400366539.0,144599577124.3,96619573.0,663983873.0,875128942.6,86092752669.9,19070886308.1,7745306458.5,11263657313.4,5092940382.6,19227912007.6,185123541.7,147571336.8,3937428106.0,,232491922.3,98251335.7,4957324456.8,26274665108.1,14119666467.1,30651243858.9,,9717488583.7,246248945.3,,3862504189.7,558986470.1,4886542112.0,2767368417.2,425974575.1,789803311.4,,149341231.6,2945010418.7,1967750372.7,4432302415.1,845830044.3,89157126589.4,91330328767.5,23392435930.4,,4425210373.2,7630572048.1,1727754137.6,7111518961.1,292085078.1,1657688468.3,,1986718378.2,1352746947.0,2237489926.6,,100852543.2,6902629411.0,542372022.5,22114998128.9,277649585.7,3804731531.5,112349106.8,131852484881.0,,1041777825.3,2903213185.3,5836105779.6,,387587630.4,5234126101.2,2169793892.4,901101941.5,1826231847.6,,,1574772623.6,30699263745.6,11657293343.5,2003093150.2,24551561529.1,6957894780.3,23650210716.0,36142381235.0,3268510852.4,,1649950801.5,,4281771713.4,112463242743.2,908962809.2,15979632963.1,3843451727.8,150544684.3,1556470569.6,1992942227.9,2381899237.6,12708824729.0,,209813616.4,,228166871.4,,692281243.3,1292462409.3,52717189061.2,382514000.0,276435325.0,,44241811.7,8693836168.7,68604763966.0,,6769309416.1,3052849509.1,3855492092.6,1031699376.2,101713065.0,24224319557.6,40189501.8,140498861.0,,5944866677.9,,6477914987.8,4315417517.5
1992-01-01,,10059207810.7,632621789.2,68605638952.4,,,,1026584699.6,1198996389.7,1039802411.9,13427954471.8,11838561986.7,,,180961169.0,4332374230.3,129535948557.2,89198882.7,606348584.4,813886188.5,72538895534.7,18546521961.1,7514931937.2,10995017088.9,4725658540.0,17560822308.2,187894213.8,141994227.0,4014350297.7,,219983628.2,97714468.8,4716244896.4,27351247767.3,12262380672.7,31168986021.5,,9355564836.4,257427622.5,,3850442852.3,79312483.0,4508061699.0,2592984886.3,403393643.3,764629993.3,,117298720.7,2822946041.7,1913525234.7,3970308051.0,830301663.3,87987351692.3,87775440181.5,16074665445.3,,4638275929.9,7966941070.5,34977844.5,6898195691.8,5527412.0,1674463038.5,,1917265365.3,1814004853.0,2176746977.1,,97981226.6,6476089777.8,494402014.6,22688198688.3,38504010.0,3911346484.2,94898973.9,112454855209.2,,,2900472548.6,5537457751.6,,354767148.4,5150303977.0,2100811551.6,943715144.4,1708915403.5,,,1548857816.8,29018663727.6,11407262916.9,1798082304.9,24919617589.9,6486042009.4,20421065903.5,33219038809.8,3788946401.1,,1690940097.4,,3272087505.2,79671384011.6,857063267.2,15558414380.8,3684277264.2,94291522.1,1390152937.8,2346752650.2,2328282431.3,16483026471.4,,189843609.2,,237910547.0,,641682750.2,1352229618.6,41864442860.1,9731000.0,,,43482995.3,8542684831.5,56553858153.6,,6669441127.1,2951348322.8,550691959.6,59702042.9,76245651.3,24389145840.7,36227064.6,117763888.7,,6573081090.5,,6700065955.6,4170530119.9
1991-01-01,,9000344458.8,511485756.3,65672366930.1,,,,963475598.4,1149708001.3,967441445.2,12997665568.6,11741672280.9,,,161781662.7,4158857030.9,121336709129.8,86339685.4,612559218.7,794180184.0,60259186451.5,18174037181.8,6767223905.9,10831930650.9,4786605644.8,17383347947.8,179473164.4,134240227.2,4106608753.4,,204846570.0,98099584.9,4599353573.0,28489965549.1,12520879954.5,32604272498.3,,9133608406.4,282093980.4,,4222977719.5,,4380166480.7,2558012335.9,383161876.9,750546467.4,,124502215.7,2867141152.0,1977631781.7,3483455267.6,804898214.1,79528197362.6,84852336186.3,11368427701.3,,4618745880.4,9700258842.1,,7453499318.4,,1698280868.8,,1873131026.3,1562589912.9,2187238147.0,,82343009.7,6580740209.6,447387652.9,22503101421.1,,3908195316.3,81242507.1,114219780588.7,,,2599264266.9,5484154972.0,,,4730218361.0,2201330412.6,991773851.8,1664940523.2,,,1526204768.1,33526931287.4,11128234987.6,1765142177.1,23363317172.7,6840934345.7,20804189541.3,32493338656.3,2774125271.9,,2129183915.2,,2159379246.1,,809899702.6,15298882978.4,3589290724.2,129466452.6,1271189256.6,2272547389.7,2325272820.3,16472055974.4,,167715805.5,,260437309.6,,616560585.1,1350918506.2,37772319224.6,,,,44995161.5,8251258473.6,50873488639.5,,6559510656.2,2803285020.5,,,68854801.5,23395041592.5,34869375.1,113648764.5,,6475141178.7,,6958488380.0,3515456197.8
1990-01-01,,8591895991.1,,62477601311.9,,,,906936375.2,1110830135.6,833673417.3,12291780361.5,10889618418.3,,,142750749.7,4369976028.0,120311895094.7,83545689.9,552920438.5,698505035.4,55301409898.8,17251135160.0,6562505108.0,10250731587.0,4916034648.2,17411174140.2,184825142.1,133755465.0,3845937733.1,,155287776.6,90754904.8,4484666420.4,28153911739.3,12162488782.2,33015720171.3,,8645231101.2,318026329.3,,3982877605.0,,3880932790.8,2430250483.9,369107805.3,697504207.0,,112883317.0,2911024152.0,1963150253.4,3816730011.6,939004257.9,69848505848.5,83471522909.2,9026182538.2,,4790819213.8,8332902493.5,,7055158928.9,,264873693.3,,1768535429.2,1787046993.9,2062086288.1,,79175705.0,5867509111.8,395586122.4,25026523628.4,,3701101935.3,77964852.9,104604453446.9,,,2467995904.9,5328162847.9,,,4632754632.8,2109426965.7,932288569.9,1558240456.5,,,1757574146.9,33458483418.1,10976880083.2,1626688626.5,20663375831.9,6678516550.8,20297695234.2,30579850826.6,2593899557.8,,2176252017.0,,1139859077.2,,711728808.0,14798052810.3,3750339025.9,120500491.4,1196563740.7,2232089054.6,2244600537.9,17792819636.9,,150047861.4,,256044454.3,,514179006.1,1280414838.0,28165126438.7,,,,53683028.0,7689870905.1,49424152195.2,,6433296456.8,2605823363.9,,,62704235.8,23270062150.1,38217710.6,91806619.4,,6354026972.5,,6904814239.4,3317308091.7
1989-01-01,,7288778066.3,,65538413075.1,,,,888845816.1,1070152454.6,717259802.1,10701050528.9,10137085437.7,,,137214241.0,4229853023.5,114930095027.7,73855715.5,549840386.8,693537146.4,44932469163.1,14820639273.8,5364587527.1,9243644818.9,4230144754.0,17075305862.5,174684281.4,126041739.9,4686482144.7,,131250168.3,80613353.7,4159662668.6,27248503765.9,11376129174.6,45676111287.4,,7855586230.1,316399872.0,,3350495573.9,,3402456463.2,2166158233.4,337733390.8,598499893.1,,91648351.6,2701287648.9,1660210656.0,3492341919.2,859316294.3,59380152209.8,73721064976.0,6526858378.8,,4666126898.8,7316087055.4,,5889233567.6,,253725961.9,,1474076595.2,1031127296.3,1877358632.2,,65679760.2,5185722277.5,328147754.2,22230849930.6,,3431373376.8,66800308.7,94016224827.1,,,2127515896.4,4744784910.7,,,4313383997.5,1967825049.7,812915119.5,1410101287.7,,,1528025986.6,30121991493.0,9875552769.9,1355746933.8,18348188708.1,6318048598.5,18770828679.8,28652845074.5,2316234092.1,,2459604124.7,,1086835957.5,,623297105.0,13359370988.2,3278516015.5,99982954.0,1089991403.4,2171656069.6,2030965476.1,19072884954.7,,134446478.1,,271146128.0,,398671140.0,1175991338.5,23536747458.0,,,,39140012.4,6974803135.2,41577128629.7,,5850572265.1,2196167747.9,,,52729174.8,20705352668.4,30315049.9,73538371.7,,5594823728.9,,6553433177.3,2854423611.7
1988-01-01,,,,59015245403.5,,,,800694146.9,1170205810.0,845249596.1,10275887393.3,8943895641.4,,,132277165.4,4997498695.1,118039405885.0,67083431.5,532601060.4,668836055.3,42438957562.4,13342278908.3,4812725442.2,8553690732.6,4050960428.6,17214277533.7,199821386.3,124352364.0,4632683952.5,,158287377.7,76660400.7,4072680854.7,26101327226.2,10808842407.5,46148551466.9,,7717008720.8,370909718.9,,2844956364.8,,3131102815.6,2261520052.6,325153968.4,569144690.3,,90751128.9,2707894026.9,1894110767.7,3426284929.6,877117132.5,54053879424.8,59288500301.3,5843049165.3,,4639058353.6,5918242632.1,,5809644178.8,,189218800.8,,1328065821.9,993309402.4,1817042772.2,,57458862.1,5209633062.8,287087570.2,21117139131.0,,3683557860.6,71359561.4,99399530018.3,,,2019888080.4,4882277843.1,,,4113840888.9,2046882263.2,824028164.4,1359054452.1,,,1700418784.0,29624118543.4,8811780896.0,1165294504.9,17065165352.3,6066337999.8,18380470896.9,28932152202.9,2249839538.9,,2433415137.9,,2960340729.1,,653567381.9,11530990242.8,3893072265.5,103661460.7,1036485425.2,2098775766.3,1947394726.1,21177810252.1,,109175723.8,,259436559.3,,395720698.4,1221898000.1,21763483335.1,,,,37559875.0,6800232969.0,40992842916.2,,6009342992.5,1940761841.1,,,48275112.0,617484768.8,26778350.6,74958145.3,,5247816353.3,,6694151924.7,2730954474.8
1987-01-01,,,,58722673496.6,,,,769586468.4,1244496821.6,827502134.8,9737967442.0,8265581747.0,,,137196602.4,5934538201.2,120476573202.5,40242793.9,543402800.4,617836345.5,35339526722.2,13577082328.8,4588512728.7,8749837481.9,4282641894.3,17237208187.3,203347529.5,129541097.3,4831924390.0,,154398153.6,75382488.2,4012437196.7,24448828591.3,10553615498.1,44151539093.1,,7377385232.0,364679007.7,,2618902681.7,,3313222736.3,2068868486.5,326670313.3,485400954.7,,80338248.0,2891484672.5,1765744327.6,3419824288.9,905281161.3,52526347016.8,53424896488.5,6150722410.1,,4776923102.6,6261594432.0,,5783681917.2,,190280363.0,,1163997984.1,963318056.5,1847224451.6,,46728176.0,4754428931.3,258625573.6,21029558180.4,,3683564458.8,72836720.0,109652607038.7,,,2049076480.5,4792084860.7,,,4077539123.7,2023942394.7,785227656.1,1366795219.6,,,1651886700.4,29024891233.2,8091567355.3,985839696.3,16797670141.1,5630291095.9,17636125496.0,29784762858.7,2275815262.8,,2610091518.5,,6579983311.8,,605111630.7,11248637748.6,4036586047.8,97512652.7,1036088193.5,2073829069.0,1878432481.8,22471937201.3,,97671747.7,,302794584.4,,347956438.9,1234549173.3,20385283141.7,,,,36096245.2,6817910803.0,40943579865.3,,5503879743.6,1935609124.6,,,41508524.1,191481041.4,23649703.4,79618722.4,,4587006088.0,,6480343008.0,2920723550.1
1986-01-01,,,,52688148843.8,,,,570430014.5,1038615913.2,639696853.1,7913829647.5,5866004143.2,,,121873478.7,5670015389.5,109645181057.1,20953606.6,407035314.5,461863128.5,23719315917.2,11449812391.0,4137225986.0,7190751346.9,3504475080.8,15583214225.9,166566409.2,113301983.5,4689766359.3,,119266842.7,61404138.2,3762208698.8,22649736536.7,9418379203.6,39891292452.4,,6144432381.0,339619142.3,,1943574170.3,,2766891477.4,1763025058.9,270132607.5,372249867.5,,65312669.5,2915605759.5,1663808255.4,3098898300.3,773996522.3,42914295378.8,44909442697.3,5793964260.5,,4267673178.1,4831646193.6,,4603589573.6,,186616660.8,,870918488.8,866474229.6,1549811064.4,,31803855.3,4086689689.8,197621649.8,17926477095.7,,3007383734.1,68684985.3,101083076236.3,,,1743115158.8,3792090507.3,,,3443623381.2,1742102911.7,634224117.9,1157319300.3,,,1443389299.3,22215781653.5,6895951891.5,743794136.3,14954407650.6,4859017855.0,15046004898.8,28204156851.4,1984116631.7,,2173394455.8,,6983317694.3,,451264931.1,9631230107.2,3230709274.4,76820063.1,872673735.1,1955293877.5,1709094992.1,21502883400.5,,78917328.4,,273377332.3,,263170300.2,1064791560.1,18537200102.4,,,,28928950.0,5944706612.9,32933723354.0,,4897634852.6,1422906331.5,,,31363091.2,174639228.8,18237361.2,74756808.8,,3883330454.9,,5633318265.5,2646160827.6
1985-01-01,,,,51156733946.0,,,,455096618.9,902878842.8,511100955.5,6530064193.2,3851537192.7,,,118125320.2,4898177366.7,104173244270.1,8833074.5,345662733.4,343526726.1,16699215995.6,9658933260.7,3161506000.8,6171267764.4,3041335207.5,14474612765.2,134214350.2,94918904.3,4515709486.9,,95976961.9,58688420.9,3573469225.6,18260741782.4,8792328903.3,36124676237.8,,5212468612.5,335680653.4,,1206162951.1,,2256468113.8,1463775807.2,245076853.8,319396839.1,,59764950.9,2787414340.4,1526166926.4,2856023287.7,782784896.8,36714642568.2,38934813159.4,6025227842.0,,4149647658.3,3943825661.2,,4181365915.7,,163669000.0,,621358350.4,876001128.7,1250201170.0,,23113174.2,3544639145.8,175286619.1,16056141868.2,,2529331046.5,83065918.7,97063210490.8,,,1456134356.0,3079595197.6,,,2822608566.6,1450506269.9,577756799.8,1020836517.7,,,1223458486.1,18655375059.1,5880204932.9,589788225.3,13464882307.0,4758648950.6,13049982870.9,26637306936.4,2112192646.1,,1907737935.7,,7008017637.3,,365597855.9,8955218074.8,2559359017.9,65542894.0,712222501.0,1947465463.0,1551613402.8,22254003529.2,,62644805.0,,236548443.2,,216488390.3,934737436.2,17545477591.8,,,,24548074.2,4886601243.8,26012647741.0,,9095920165.8,1238566867.3,,,27183652.6,61267000.0,15762868.4,75130478.4,,3340615613.9,,4487171831.7,2431157608.4
1984-01-01,,,,49060805832.6,,,,348008143.1,762600512.6,409962570.8,5541814231.1,2583927136.9,,,98761894.3,4412205630.3,104364922436.4,2731924.9,266914783.7,263621787.4,12088935352.5,8545882464.0,2895906089.6,5289765975.5,2062648691.1,12274130804.8,104792039.2,76251079.2,4110799976.6,,62016208.7,51482178.4,3184573375.5,15890285871.5,8400083081.3,32187450012.1,,4222435578.9,314560182.5,,919426012.8,,1963074302.9,1256355640.9,230291916.7,254002180.8,,55598855.3,2486022261.1,1313853315.8,2407554578.9,731567557.7,32025253802.3,32763961315.2,5159730090.0,,3636693776.0,3281112514.1,,3511509910.2,,163649000.0,,520891119.9,866303195.4,1080098563.2,,20290497.8,2998355044.3,138033418.7,13908382132.8,,2146908255.4,82809472.5,95016521283.5,,,1237315019.0,2496472629.3,,,1318271500.9,1317129629.7,510117703.4,879965289.0,,,978440332.1,17783310906.8,4912584153.2,470288696.6,12227885011.6,4364608241.1,12325632944.2,24356701585.1,2029276420.0,,1563667838.5,,7757568201.8,,290096525.8,8480412476.1,2197164471.2,44042054.2,620429061.0,1927867239.5,1413251592.9,19647974298.0,,54043032.0,,191395502.5,,193968687.4,801989757.6,15012831076.9,,,,,4097321562.8,21607735275.4,,7164254486.9,1074247779.2,,,24938323.4,54570000.0,12939707.6,73522284.2,,3003210500.2,,3751427552.9,2190620422.1
1983-01-01,,,,46108319454.6,,,,307726678.6,798438969.5,397717113.7,5346293426.4,1738593873.0,,,100638089.8,4164917350.3,99022210538.2,1764110.8,228122753.2,257907897.6,9611696896.0,8858429060.0,2895588378.1,5335734298.6,2024885249.4,11639494606.6,85804560.1,71696307.0,4304505394.7,,33566963.8,39153669.8,3002656798.7,16367488197.1,7692947367.7,30213012849.9,,3845189805.4,332406077.7,,914890557.4,,1666180356.0,1345686447.6,211728665.6,198812301.0,,58501940.7,1925687830.4,1254134872.5,2237516604.0,644479206.2,30229383588.6,30649492455.0,7078085808.0,,3493302522.8,3021355709.1,,3628284465.8,,163629000.0,,453213661.7,920213723.7,1006557608.5,,18907707.6,2890238573.3,128672831.9,13037499587.9,,2040565064.6,77220826.7,93158274474.3,,,988418284.1,2451887471.5,,,,1273374706.9,512034883.1,892447751.9,,,972233736.6,17576996152.9,4202530072.2,452414309.5,12026223274.4,4388876149.8,11510208723.9,24211103886.8,1867658923.3,,1510708330.3,,9128472547.6,,240503861.8,7506202442.6,2072975337.1,34345140.3,648742644.1,1840051299.4,1301878679.4,20481895431.6,,43794125.3,,237056126.4,,219447718.7,916720382.4,13902415140.3,,,,,4063243816.4,20324049083.8,,6801895296.1,1009041289.7,,,25598113.5,52564000.0,10619149.0,67685684.9,,2797978897.6,,3745387537.6,2199842233.1
1982-01-01,,,,43787004262.2,,,,227431810.4,758283071.1,351832578.4,4940329805.1,1313089665.2,,,69805336.4,3422096975.7,94428719113.5,1143925.1,204807763.8,253472380.5,8359968254.8,8961395038.8,2802933669.6,5078792918.5,1959124338.3,10519983135.4,68943862.9,59016887.4,3766617904.5,,24412686.7,20521207.3,2598219687.8,17639470178.6,7807592417.0,27323635750.8,,3279545191.2,302393413.9,,1000623472.4,,1484226949.7,1369541779.3,207092702.7,170159605.0,,45419806.9,1654445085.8,1006253020.8,1948506802.3,609871507.4,25133280486.7,26942860601.2,8269750070.8,,2881171635.6,2648430694.4,,3367814483.6,,163609000.0,,431285785.2,725432305.3,902588449.9,,17122202.7,2632029310.2,122070133.2,12401132803.4,,1932701142.1,65069558.1,86274650447.2,,,875182595.8,2249852431.1,,,,1133096261.0,550032545.9,864818902.9,,,960416774.7,11992466650.3,3037458636.8,352779239.0,11703994182.1,3923156322.5,10871140798.2,24412638705.7,1627595970.5,,1396514339.0,,10003161300.5,,218308574.3,7169372761.6,1859912163.0,28028049.2,648424257.2,1535580026.8,1112727706.4,19905765859.1,,37835228.9,,205660366.1,,220537735.7,950904818.5,12237908792.2,,,,,3777334492.5,19715948884.5,,6133770760.5,874408802.7,,,21223599.3,42766000.0,4077203.2,65784847.2,,2404743953.5,,3662594056.4,1874292580.4
1981-01-01,,,,35809463187.8,,,,178613654.8,543224056.1,328158612.3,4209310810.8,772737948.0,,,60228528.7,3310315978.8,81914155928.9,325908.8,159540360.1,233383987.6,5798013609.4,8140846170.9,2646367541.9,5090789469.0,1493614161.3,8925377457.4,54854843.4,39376101.9,3427581156.9,,19839075.3,14433362.0,2372036370.9,18370318142.2,7772614471.0,22077857201.7,,1841818082.1,276430731.2,,1135600329.5,,1538834501.5,1375342328.8,176028514.2,149446902.5,,34017737.0,1368802607.7,916874252.0,1806705071.9,500089812.3,22761139319.3,22480074709.1,3969211554.7,,2335978753.2,2186348488.8,,3228165912.1,,163589000.0,,392654370.5,621064003.1,813444164.0,,15516307.7,2241837854.3,84408003.0,10579556345.6,,1613368349.2,38885616.1,78412639827.2,,,830271147.0,1967776609.3,,,,960830668.9,504760102.5,821549155.7,,,1024767756.1,11445499562.3,2561916287.3,278427656.7,10580767699.9,3366138804.1,8742790842.6,20785921054.3,1184523871.7,,1249022955.2,,10446728441.8,,196579659.0,6193993918.6,1670746375.6,23416124.0,603585822.9,1219725516.4,943549900.4,20652767920.0,,34421443.2,,185846514.0,,259160026.3,998488103.2,10851629853.4,,,,,3611172894.0,19235548686.7,,5759615136.2,707175104.8,,,18816945.8,25579000.0,3008900.0,62601249.9,,2041160549.0,,3609972787.2,1259851748.0
1980-01-01,,,,27322463712.9,,,,165719681.3,474871020.5,330416655.7,3802228595.2,,,,63043521.2,2784672649.8,71983934096.8,,135629101.5,194665446.9,,7462430659.4,2572800048.4,4770687541.2,1527071937.9,7135607164.5,43977472.9,,2863520188.2,,25819344.9,,2081568255.2,19363299072.8,6108962611.2,19130724407.9,,823661624.8,216321921.5,,1514020947.9,,1398364945.5,1138754761.2,136794649.3,137332753.3,,21536329.9,1269754662.5,842654972.3,1572745693.6,382656540.8,20937697366.2,20723360696.4,4618942613.2,,1933418149.2,1866844711.7,,3386803513.5,,,,352946306.8,510292638.8,685684429.8,,,1849029664.4,71941751.0,9722119760.7,,1248330829.8,25763273.8,57574370375.6,,,727065952.2,1681016888.4,,,,836345498.0,420231063.4,830099378.4,,,865702257.1,8938210283.3,2273188106.6,204459231.0,9931198662.3,2974726358.7,9534086343.5,17417202374.8,719001777.7,,1056127261.9,,9762279288.0,,189831300.7,5176866635.3,1473265666.4,19399965.0,484856463.4,996824512.7,537806923.4,18494670860.1,,23460544.5,,207635163.8,,284235851.4,1122269876.3,8297078410.5,,,,,3533404839.2,19131092825.4,,5242016814.1,690503150.7,,,10627041.1,,,59194566.4,,1685753387.2,,3252576758.8,785615492.4
